id,create_time,user_name,hashtags,song,video_length,n_likes,n_shares,n_comments,n_plays,n_followers,n_total_likes,n_total_vids
6891989148027079938,1604666271,zon_kis,"['korean', '틱톡뷰티']",Kismet,8,9988,23,173,45100,3000000,33200000,141
6889674059387374849,1604127248,zon_kis,[],among us by sembari,12,20200,42,239,108000,3000000,33200000,141
6889414787210513665,1604066881,zon_kis,"['틱톡할로윈', 'hallowwenmakeup', '틱톡뷰티', '나홀로할로윈']",Mountain King,12,13500,33,253,95100,3000000,33200000,141
6888639678812097794,1603886412,zon_kis,"['틱톡뷰티', 'korean']",오리지널 사운드 - 귤양🍊orange girl,9,11700,66,471,60900,3000000,33200000,141
6887416168492076290,1603601542,zon_kis,"['틱톡뷰티', '틱톡할로윈', 'halloween2020', 'korean', 'bts']",오리지널 사운드 - 죵키 Jongkey🇰🇷,27,246900,878,1751,999800,3000000,33200000,141
6883813119244733698,1602762641,zon_kis,"['뷰티꿀팁', '틱톡뷰티', 'makeupboy']",Dolphin,16,54800,212,1661,426100,3000000,33200000,141
6883435320503749889,1602674678,zon_kis,"['광고', '패리스챌린지', '네파', '네파패리스', '크러쉬패리스', '신예은패리스', '듀오리버시블다운', '네파플리스다운']",Stunnin' (feat. Harm Franklin),14,7816,29,166,454500,3000000,33200000,141
6881188576252464386,1602151567,zon_kis,"['후아유', 'korean']",Olivia,11,34900,56,426,1300000,3000000,33200000,141
6880860588847762689,1602075201,zon_kis,"['shootingstarchallenge', '슈팅스타챌린지']",Shooting Star,15,17500,18,225,163300,3000000,33200000,141
6880717454092356866,1602041876,zon_kis,"['korean', '틱톡뷰티']",오리지널 사운드 - 쫑,12,21200,64,360,126000,3000000,33200000,141
6880496967831637250,1601990539,zon_kis,[],What You Know Bout Love,15,25300,115,307,121000,3000000,33200000,141
6880456931530542338,1601981217,zon_kis,"['korean', 'HànQuốc']",Nhìn màn hình đi nào,7,36900,77,643,246700,3000000,33200000,141
6878270101553024257,1601472056,zon_kis,['타임스캔'],original sound,10,34400,51,257,344300,3000000,33200000,141
